customer_id,product_id,order_value,return_reason,return_count,damaged_flag,days_since_last_return,is_fraud
1897,13908,97.55,Not Needed,1,0,71,0
1339,12803,113.95,Wrong Item,2,0,54,0
1091,14379,132.69,Damaged,1,0,13,0
1366,10098,105.44,Damaged,1,0,128,0
1955,18388,84.36,No Reason,2,0,56,0
1454,10877,93.39,Not Needed,1,1,83,0
1427,11868,122.56,Not Needed,4,0,13,0
1508,12665,85.26,Wrong Item,1,0,50,0
1775,11388,126.67,Wrong Item,1,1,91,0
1942,12415,157.26,No Reason,2,1,102,0
1034,18761,127.04,No Reason,1,1,57,0
1205,12637,122.41,Not Needed,1,0,120,0
1080,17242,110.43,Not Needed,3,0,118,0
1931,19257,76.69,No Reason,1,0,122,0
1561,18613,73.97,Damaged,2,1,8,0
1871,12883,73.67,Damaged,3,0,86,0
1387,11204,116.64,Damaged,2,0,47,0
1001,10544,88.32,Damaged,0,0,154,0
1389,11223,99.13,No Reason,1,0,103,0
1565,13172,112.56,Wrong Item,3,0,155,0
1105,18959,74.79,Damaged,2,0,161,0
1771,16450,84.94,No Reason,2,1,1,0
1821,16520,109.69,Damaged,2,0,23,0
1476,10654,91.27,Not Needed,3,1,73,0
1702,16821,94.08,Damaged,0,1,48,0
1401,12446,69.02,No Reason,3,0,39,0
1729,15892,94.48,Not Needed,4,0,7,0
1555,18412,149.57,Not Needed,2,1,68,0
1161,13666,86.61,Damaged,4,0,66,0
1201,14277,65.59,Damaged,1,0,157,0
1957,14402,128.74,Not Needed,2,1,51,0
1995,12569,115.7,Wrong Item,2,0,38,0
1269,15515,106.38,No Reason,2,0,70,0
1862,19205,60.44,No Reason,2,0,84,0
1815,13985,64.7,No Reason,3,0,12,0
1270,18167,53.88,No Reason,1,0,88,0
1455,17448,112.95,No Reason,1,0,118,0
1461,14310,130.6,Not Needed,4,0,129,0
1726,13019,113.96,No Reason,0,0,14,0
1251,13681,158.5,Wrong Item,3,1,17,0
1701,19635,86.74,Wrong Item,4,0,68,0
1295,14196,90.29,Damaged,4,1,89,0
1724,10572,103.2,Damaged,1,0,29,0
1719,19524,93.12,Damaged,3,1,77,0
1748,14753,114.96,Damaged,2,1,132,0
1337,17082,80.81,Not Needed,2,0,167,0
1878,14002,58.16,Wrong Item,3,0,148,0
1052,15629,46.32,Not Needed,1,1,106,0
1791,18417,114.42,Wrong Item,5,0,7,0
1921,14200,84.22,Not Needed,1,0,5,0
1216,11997,64.91,Wrong Item,6,0,89,0
1763,18963,81.43,Damaged,2,0,57,0
1187,17422,158.58,Wrong Item,0,1,179,0
1379,14524,66.67,Damaged,3,0,157,0
1492,18625,121.82,Wrong Item,4,0,26,0
1040,13407,112.63,Not Needed,3,0,90,0
1156,16731,140.24,No Reason,3,0,171,0
1014,17795,96.31,Wrong Item,3,1,106,0
1812,19057,53.19,Not Needed,3,0,68,0
1064,12793,129.78,No Reason,0,1,103,0
1856,17334,92.51,Not Needed,1,0,138,0
1838,12911,138.23,No Reason,3,0,42,0
1520,17952,124.48,Damaged,3,0,125,0
1343,12415,129.88,Wrong Item,0,0,34,0
1128,10250,171.05,Not Needed,2,0,138,0
1647,14951,108.46,Wrong Item,2,0,53,0
1471,18098,143.29,Damaged,0,0,49,0
1062,15289,87.85,Damaged,4,0,132,0
1138,18102,116.22,Wrong Item,3,0,114,0
1498,17257,84.93,Not Needed,3,0,100,0
1592,15565,114.38,Not Needed,1,1,153,0
1391,16437,111.24,Not Needed,2,0,96,0
1674,19110,38.18,Wrong Item,1,0,160,0
1418,11173,81.65,Not Needed,1,0,150,0
1288,18624,106.91,Not Needed,4,1,136,0
1378,10835,32.28,No Reason,0,0,15,0
1772,12262,97.12,Not Needed,3,0,171,0
1489,19089,130.25,Damaged,2,0,27,0
1230,14567,139.01,Not Needed,3,0,150,0
1040,13815,76.53,Wrong Item,3,0,139,0
1027,10246,140.93,Wrong Item,2,0,41,0
1134,12429,136.24,Not Needed,3,0,8,0
1200,19182,35.56,Wrong Item,0,0,57,0
1839,19118,103.47,Wrong Item,2,0,108,0
1779,15287,106.79,Not Needed,1,0,75,0
1929,12607,145.56,No Reason,2,0,146,0
1032,19266,108.59,No Reason,1,0,163,0
1047,15930,141.81,No Reason,1,0,76,0
1502,14022,76.58,No Reason,1,1,65,0
1406,14784,52.06,Damaged,4,0,103,0
1573,16617,80.56,Not Needed,1,1,56,0
1727,13151,147.31,Wrong Item,2,0,56,0
1804,15580,127.78,Wrong Item,3,0,107,0
1098,17054,169.67,Not Needed,0,0,24,0
1683,17706,56.7,Wrong Item,1,0,140,0
1871,17619,131.24,Damaged,1,0,12,0
1725,14573,122.65,No Reason,0,1,154,0
1986,13491,91.44,Not Needed,1,1,167,0
1546,10706,123.28,Wrong Item,4,1,82,0
1960,16997,104.2,Damaged,2,0,85,0
1738,15233,113.81,Wrong Item,2,0,179,0
1612,18945,120.42,Damaged,2,0,144,0
1942,15755,129.4,Wrong Item,2,1,178,0
1461,16960,102.6,No Reason,1,0,1,0
1642,18779,153.32,Not Needed,2,0,139,0
1768,11334,93.53,No Reason,0,1,155,0
1004,15588,156.51,No Reason,2,0,152,0
1217,11847,66.16,Wrong Item,2,1,158,0
1502,16851,70.45,No Reason,4,0,154,0
1766,17211,72.2,Not Needed,2,0,107,0
1397,17865,128.71,Damaged,2,0,0,0
1870,13317,75.84,Damaged,3,0,34,0
1794,16811,144.7,Wrong Item,6,0,96,0
1392,10164,84.21,Not Needed,2,0,0,0
1206,17060,111.98,Not Needed,1,0,8,0
1014,13057,119.2,Damaged,3,0,160,0
1857,14428,69.53,Damaged,3,1,43,0
1553,10402,58.28,No Reason,2,0,52,0
1891,18605,108.49,Wrong Item,1,0,174,0
1460,18236,91.68,Damaged,4,1,112,0
1690,16349,114.95,Damaged,1,1,84,0
1574,14157,59.63,Not Needed,2,0,45,0
1863,10867,89.3,Not Needed,4,1,17,0
1742,18210,94.54,Not Needed,3,0,143,0
1240,10364,26.88,Damaged,0,0,123,0
1563,17467,129.86,Wrong Item,4,1,78,0
1095,16571,77.28,No Reason,1,1,51,0
1899,10579,144.97,Wrong Item,5,0,110,0
1733,17674,79.22,Damaged,2,0,8,0
1484,18737,84.36,No Reason,3,0,27,0
1406,16468,62.74,Wrong Item,3,1,65,0
1230,14150,134.4,Damaged,3,1,74,0
1748,13039,113.62,Wrong Item,0,0,95,0
1654,14137,142.0,Damaged,3,1,21,0
1170,10452,93.78,Not Needed,0,0,34,0
1540,16537,98.75,Wrong Item,2,0,105,0
1035,11381,49.54,Not Needed,1,0,168,0
1524,18154,81.28,Not Needed,0,0,158,0
1159,11467,105.11,No Reason,0,1,58,0
1838,12738,111.62,No Reason,3,0,137,0
1698,17572,154.72,Wrong Item,2,0,103,0
1242,19408,44.47,Damaged,2,0,35,0
1085,16747,106.88,No Reason,4,0,71,0
1795,10880,88.71,No Reason,4,0,46,0
1577,13149,102.27,Not Needed,5,0,46,0
1681,18276,103.08,Not Needed,2,0,96,0
1556,17892,94.26,Damaged,2,0,21,0
1573,14144,66.01,No Reason,2,0,157,0
1952,11168,60.44,No Reason,1,0,150,0
1645,13129,92.05,Damaged,0,0,115,0
1795,13645,57.38,No Reason,1,0,46,0
1027,12526,96.61,Wrong Item,3,0,123,0
1619,13516,92.4,Wrong Item,2,0,143,0
1555,13367,26.5,Damaged,0,0,9,0
1339,17338,158.01,Not Needed,2,0,163,0
1797,13555,102.32,Damaged,0,1,27,0
1957,15111,26.88,Wrong Item,0,0,169,0
1330,16752,107.41,No Reason,3,0,94,0
1639,10445,93.9,No Reason,2,0,144,0
1505,16364,60.47,Not Needed,1,0,47,0
1347,13626,109.28,Not Needed,6,0,51,0
1472,14016,71.74,Wrong Item,4,0,95,0
1230,13875,105.79,Not Needed,2,0,166,0
1189,15497,78.95,Damaged,2,0,50,0
1224,16238,72.83,Wrong Item,2,0,50,0
1384,10261,99.53,No Reason,3,0,132,0
1376,14992,51.34,No Reason,2,0,105,0
1282,14025,97.52,No Reason,0,0,118,0
1957,18283,119.72,Not Needed,6,1,63,1
1632,14222,138.12,Wrong Item,1,0,163,0
1627,14175,132.66,Not Needed,4,1,166,0
1972,19174,140.6,Damaged,5,0,113,0
1744,13443,86.36,Wrong Item,0,1,10,0
1258,15011,69.26,Not Needed,0,0,53,0
1358,10693,124.46,No Reason,0,1,3,0
1709,18347,84.49,No Reason,1,0,47,0
1455,11812,100.19,Damaged,1,0,54,0
1410,15724,122.41,Damaged,2,0,32,0
1648,11407,160.63,Damaged,3,0,128,0
1317,18032,115.86,No Reason,2,0,161,0
1676,19408,106.15,Not Needed,1,1,28,0
1224,11410,66.37,No Reason,0,0,112,0
1818,13497,135.08,No Reason,4,0,151,0
1233,14372,112.26,No Reason,2,0,65,0
1683,17394,89.59,Not Needed,1,1,94,0
1663,10551,86.49,No Reason,0,0,126,0
1974,19368,87.79,Damaged,1,0,70,0
1826,14332,101.32,Damaged,1,1,92,0
1373,10997,56.23,Damaged,0,1,60,0
1671,14076,136.54,Damaged,4,0,170,0
1607,16099,131.04,No Reason,3,1,116,0
1471,15555,94.98,No Reason,2,1,88,0
1232,14052,87.86,No Reason,4,0,74,0
1691,15303,99.3,Damaged,3,0,44,0
1112,18118,104.4,Not Needed,3,1,34,0
1829,16102,91.0,Wrong Item,0,0,32,0
1496,15490,129.97,Wrong Item,1,1,68,0
1441,18564,57.28,Wrong Item,4,0,139,0
1563,15616,78.64,Not Needed,1,0,67,0
1267,12248,123.26,No Reason,0,0,159,0
1509,10848,109.73,Wrong Item,0,0,113,0
1806,16354,79.61,Wrong Item,2,0,23,0
1385,18695,112.01,No Reason,1,1,50,0
1386,18070,76.21,Wrong Item,0,0,11,0
1112,18894,90.7,No Reason,1,0,152,0
1612,13625,131.31,Wrong Item,2,0,104,0
1624,10314,127.99,No Reason,1,1,151,0
1951,12376,108.65,Damaged,3,0,120,0
1080,19232,68.47,Not Needed,2,0,127,0
1698,14378,88.67,Wrong Item,2,0,171,0
1112,18449,102.89,No Reason,3,0,44,0
1001,10574,143.66,Damaged,2,1,44,0
1641,19744,46.53,No Reason,2,1,121,0
1219,15585,73.84,Wrong Item,1,0,17,0
1565,15492,133.86,Wrong Item,3,0,50,0
1854,18949,140.81,Wrong Item,2,0,147,0
1996,12810,97.91,Wrong Item,1,0,96,0
1735,18134,146.15,Wrong Item,3,0,92,0
1224,19296,78.0,Damaged,0,0,28,0
1384,15670,54.72,No Reason,0,0,85,0
1402,17715,123.71,No Reason,0,1,75,0
1637,16567,138.84,Wrong Item,3,0,161,0
1129,13459,138.34,No Reason,1,1,67,0
1052,16117,74.1,Damaged,1,1,4,0
1683,13992,105.98,Wrong Item,1,1,115,0
1729,17837,125.19,Not Needed,1,0,121,0
1671,10203,109.03,Damaged,5,0,73,0
1709,12775,143.39,Wrong Item,1,0,149,0
1415,11992,87.85,No Reason,2,0,120,0
1246,12243,97.88,Damaged,0,0,152,0
1835,18498,107.09,Wrong Item,2,0,128,0
1438,11687,124.98,No Reason,2,0,78,0
1202,14109,94.17,No Reason,3,0,167,0
1183,11860,127.82,Wrong Item,3,1,30,0
1122,15176,148.14,Damaged,1,0,116,0
1400,10722,84.46,Wrong Item,0,0,4,0
1766,18971,95.06,Wrong Item,2,0,175,0
1293,18720,129.03,Wrong Item,2,0,114,0
1279,14893,157.83,Wrong Item,6,0,72,0
1836,10343,119.08,Wrong Item,3,0,50,0
1883,15398,76.41,No Reason,2,1,80,0
1609,18400,105.95,Wrong Item,4,1,156,0
1197,14736,128.81,Damaged,4,0,178,0
1981,13406,75.62,Not Needed,1,0,54,0
1906,19503,67.65,Wrong Item,3,0,169,0
1510,10919,89.65,Damaged,2,0,80,0
1751,15819,119.79,Not Needed,3,0,109,0
1143,12044,58.92,Damaged,0,1,77,0
1608,10418,79.21,No Reason,1,0,147,0
1200,11749,108.21,No Reason,4,0,110,0
1123,17378,132.72,Not Needed,3,0,90,0
1186,11099,108.71,Not Needed,3,0,114,0
1325,13392,111.24,Not Needed,1,1,38,0
1463,12772,130.15,No Reason,1,1,150,0
1348,16784,147.92,No Reason,2,0,8,0
1770,11545,144.57,Damaged,2,0,121,0
1659,11070,38.76,No Reason,7,0,178,0
1763,16522,102.94,Not Needed,1,0,82,0
1954,11850,127.38,Wrong Item,2,0,159,0
1931,15053,150.99,Wrong Item,3,0,51,0
1402,12939,119.23,Not Needed,4,0,139,0
1345,17194,74.22,No Reason,2,0,65,0
1962,15851,78.19,Not Needed,1,0,99,0
1510,16673,79.03,No Reason,2,0,20,0
1146,10678,109.23,Wrong Item,0,0,167,0
1147,10988,85.61,Damaged,2,0,10,0
1863,19799,8.66,No Reason,1,0,60,0
1710,11502,64.65,Damaged,4,0,27,0
1819,11789,86.67,Wrong Item,1,0,4,0
1488,15281,59.13,Damaged,2,1,113,0
1928,15027,63.59,Damaged,2,0,14,0
1935,11425,161.53,Not Needed,3,1,159,0
1639,16654,99.74,Damaged,2,0,80,0
1550,12440,88.42,Wrong Item,3,0,40,0
1337,16856,120.02,No Reason,1,0,163,0
1871,17367,134.38,Damaged,0,0,77,0
1640,19470,167.22,No Reason,1,0,104,0
1778,12594,151.16,Not Needed,2,1,136,0
1987,14689,113.04,Wrong Item,2,1,80,0
1952,12436,54.02,Wrong Item,1,0,171,0
1472,15517,69.93,No Reason,0,0,134,0
1945,19219,87.94,Wrong Item,1,0,95,0
1150,16310,115.2,Not Needed,1,0,43,0
1414,13539,102.83,No Reason,0,0,171,0
1989,13483,55.81,Wrong Item,3,0,5,0
1297,17371,50.45,Not Needed,0,0,143,0
1610,12241,107.77,Not Needed,0,0,3,0
1262,16378,103.6,Damaged,1,1,63,0
1763,12765,93.7,Wrong Item,0,0,4,0
1143,19365,114.49,No Reason,2,0,164,0
1345,14911,137.4,Damaged,2,0,102,0
1623,10403,109.3,No Reason,0,0,153,0
1571,13382,71.75,Damaged,2,1,157,0
1880,14163,157.46,Not Needed,1,0,129,0
1001,17630,94.71,Damaged,1,1,114,0
1896,10087,101.5,Damaged,3,0,145,0
1303,19350,80.39,Damaged,1,0,6,0
1253,15816,67.77,Wrong Item,2,1,109,0
1651,15470,70.21,Damaged,2,0,110,0
1452,16276,63.62,Not Needed,1,0,86,0
1036,15739,9.7,No Reason,0,0,147,0
1159,14273,95.31,Wrong Item,0,1,14,0
1008,19573,133.07,Not Needed,2,0,179,0
1232,16523,70.47,Wrong Item,5,1,117,1
1098,15003,176.78,No Reason,3,1,155,0
1658,18038,141.59,No Reason,3,1,66,0
1815,16606,99.45,No Reason,0,1,130,0
1207,12064,66.67,Wrong Item,2,0,54,0
1130,15315,52.09,Wrong Item,3,0,139,0
1403,10317,96.59,No Reason,2,0,56,0
1151,11502,102.04,No Reason,3,0,35,0
1053,16130,93.87,Not Needed,3,1,135,0
1119,17419,132.08,No Reason,3,1,8,0
1672,12042,144.91,Damaged,3,0,162,0
1919,14598,114.18,Wrong Item,4,0,125,0
1627,10118,115.79,Not Needed,1,0,87,0
1586,10709,90.53,Wrong Item,1,0,162,0
1624,13557,99.85,No Reason,4,0,138,0
1967,13250,112.35,Damaged,2,0,119,0
1419,18061,90.5,No Reason,3,1,133,0
1421,18609,119.83,Wrong Item,0,0,152,0
1103,12603,68.31,Not Needed,3,0,0,0
1851,11101,78.03,Wrong Item,2,0,8,0
1253,14421,68.59,Not Needed,2,0,124,0
1226,17857,79.94,Damaged,2,0,119,0
1111,18177,91.38,No Reason,1,0,76,0
1509,16082,130.87,No Reason,3,1,28,0
1472,16658,101.24,Damaged,6,0,45,0
1098,12261,61.47,Wrong Item,3,0,31,0
1152,18021,57.94,Damaged,2,0,158,0
1860,10508,87.52,No Reason,1,0,103,0
1913,12379,125.03,Not Needed,3,0,105,0
1895,18879,142.09,No Reason,2,0,118,0
1877,14752,52.28,Wrong Item,2,0,5,0
1337,19484,111.17,Not Needed,2,0,156,0
1705,15495,87.94,Wrong Item,1,0,158,0
1821,13209,90.27,No Reason,0,0,143,0
1162,17398,68.07,No Reason,2,1,119,0
1719,16743,93.4,Not Needed,1,0,103,0
1956,15648,66.72,Wrong Item,2,0,131,0
1680,15171,92.02,Not Needed,1,0,92,0
1995,17890,134.45,Not Needed,5,0,127,0
1160,10324,118.94,Wrong Item,2,0,135,0
1579,13557,157.41,Not Needed,2,0,103,0
1800,13587,115.79,Damaged,1,0,64,0
1397,10151,105.24,Not Needed,1,0,106,0
1276,10954,116.59,No Reason,2,0,36,0
1815,14354,76.73,Wrong Item,3,0,86,0
1915,17160,37.42,No Reason,2,1,157,0
1503,19383,123.89,Damaged,6,1,151,1
1895,10687,46.14,Damaged,1,0,170,0
1391,18501,133.65,Not Needed,0,1,138,0
1134,19694,122.52,No Reason,6,0,78,0
1194,13127,74.51,Not Needed,0,0,107,0
1400,16763,86.92,Not Needed,2,1,109,0
1639,13395,99.65,No Reason,4,0,37,0
1032,19005,72.33,Damaged,0,0,175,0
1687,10845,116.22,Damaged,1,0,153,0
1459,11164,118.86,Damaged,3,0,127,0
1954,15904,56.71,Wrong Item,1,0,108,0
1882,19959,75.31,Wrong Item,2,0,23,0
1469,15360,98.9,Not Needed,3,1,81,0
1374,10354,134.22,Wrong Item,5,0,72,0
1021,11872,119.57,Wrong Item,2,0,95,0
1749,12024,30.07,No Reason,2,0,139,0
1669,12817,91.24,Not Needed,2,1,104,0
1037,13832,114.18,Not Needed,1,0,144,0
1229,18257,76.0,No Reason,2,0,13,0
1364,12581,73.68,Damaged,4,0,152,0
1562,19582,77.59,No Reason,2,0,12,0
1437,19322,90.76,Damaged,0,0,36,0
1775,12486,70.63,Not Needed,0,0,9,0
1282,19026,119.8,Not Needed,1,0,117,0
1026,18418,74.18,Wrong Item,1,0,72,0
1225,12443,68.92,Wrong Item,1,1,134,0
1276,18919,88.04,No Reason,5,1,141,1
1797,11036,144.37,Wrong Item,1,0,123,0
1608,18684,115.76,Not Needed,1,0,99,0
1283,17435,117.67,Not Needed,2,0,117,0
1878,11548,108.59,Damaged,3,0,4,0
1959,19335,71.59,Wrong Item,0,0,12,0
1480,15065,80.8,Damaged,3,0,19,0
1452,16496,75.7,Not Needed,3,0,27,0
1828,16183,132.75,Wrong Item,2,0,114,0
1815,13957,108.86,Damaged,1,1,179,0
1658,13407,49.98,Not Needed,1,0,166,0
1515,10639,143.58,Damaged,0,1,122,0
1546,10172,90.04,Wrong Item,3,0,20,0
1191,15666,119.6,Damaged,2,0,16,0
1048,14354,131.57,Damaged,2,1,109,0
1511,13959,23.14,Not Needed,0,1,24,0
1016,18708,113.64,Wrong Item,2,0,73,0
1171,18714,92.42,No Reason,2,0,18,0
1219,12886,27.34,No Reason,3,1,115,0
1157,12164,66.02,Damaged,1,0,10,0
1476,13945,86.36,Not Needed,1,1,31,0
1045,15235,125.37,Wrong Item,1,0,9,0
1372,17746,94.71,Not Needed,1,0,114,0
1517,12590,104.44,Wrong Item,2,0,43,0
1098,17754,89.32,Not Needed,3,0,92,0
1891,14934,132.64,No Reason,0,0,92,0
1744,14076,115.63,No Reason,1,0,113,0
1036,15185,104.89,No Reason,2,0,77,0
1279,11093,65.71,Not Needed,2,1,1,0
1348,13880,103.6,Not Needed,2,1,11,0
1496,16559,183.46,Damaged,1,0,85,0
1301,12785,123.86,No Reason,5,0,64,0
1180,16065,77.82,Damaged,1,0,75,0
1606,16539,155.57,Not Needed,2,1,75,0
1098,11574,76.5,Wrong Item,5,1,67,1
1699,15676,121.43,No Reason,2,0,16,0
1992,18060,98.61,No Reason,2,0,146,0
1115,13990,105.46,No Reason,2,0,121,0
1190,15210,106.56,No Reason,3,0,128,0
1252,14845,92.57,No Reason,3,0,51,0
1980,19285,88.32,Not Needed,1,1,16,0
1927,11189,60.49,No Reason,0,0,61,0
1982,12689,66.25,No Reason,0,0,160,0
1160,14095,110.02,Damaged,3,0,69,0
1255,11875,79.52,Wrong Item,4,0,51,0
1322,17768,72.7,No Reason,4,0,5,0
1127,13406,184.82,Damaged,2,0,95,0
1017,19979,174.68,Not Needed,3,0,100,0
1792,13932,117.42,Damaged,1,1,63,0
1734,19799,121.65,No Reason,1,0,92,0
1565,18240,75.63,Damaged,1,0,58,0
1569,15408,64.44,Damaged,3,0,106,0
1322,13861,89.79,Not Needed,2,0,21,0
1871,17406,100.01,Damaged,1,0,68,0
1685,12833,121.39,Not Needed,1,0,129,0
1791,15285,45.09,Not Needed,1,0,45,0
1625,19589,164.42,Damaged,3,0,51,0
1287,17645,107.44,No Reason,3,0,172,0
1942,19023,53.48,Wrong Item,4,0,124,0
1853,14777,104.72,Damaged,3,0,98,0
1662,12735,72.93,Damaged,3,0,35,0
1961,18273,70.82,Damaged,3,0,178,0
1638,18278,68.13,Wrong Item,1,0,17,0
1154,16368,92.31,Wrong Item,1,1,11,0
1489,10821,163.08,Not Needed,3,0,56,0
1385,17525,102.78,Wrong Item,0,0,113,0
1985,10162,120.82,Wrong Item,1,0,173,0
1784,17777,128.16,Damaged,2,0,127,0
1103,11932,95.66,Not Needed,3,1,40,0
1928,13535,65.17,No Reason,0,1,120,0
1392,15956,52.04,Not Needed,1,0,116,0
1810,13446,88.38,Wrong Item,1,1,19,0
1245,12790,134.32,Wrong Item,2,0,123,0
1175,12707,128.06,Damaged,2,1,111,0
1038,17959,107.69,No Reason,1,1,121,0
1476,13933,111.67,No Reason,0,0,147,0
1681,13385,95.9,No Reason,1,0,96,0
1758,16636,85.56,Wrong Item,1,1,137,0
1537,10922,77.85,Wrong Item,3,0,61,0
1866,18089,55.86,Not Needed,2,0,63,0
1817,19774,153.91,Wrong Item,4,0,23,0
1920,10564,105.13,No Reason,3,0,40,0
1407,13258,86.73,No Reason,1,0,160,0
1524,12500,154.63,No Reason,3,0,161,0
1827,14566,160.36,Damaged,4,1,87,0
1505,19179,182.35,Not Needed,0,1,78,0
1902,16881,92.55,Not Needed,2,0,137,0
1824,13636,103.16,Wrong Item,3,0,4,0
1035,16030,119.53,Damaged,3,1,164,0
1684,10223,149.87,Not Needed,3,0,117,0
1019,16297,101.86,Damaged,2,0,30,0
1320,10350,70.5,Damaged,3,0,150,0
1775,17314,77.4,Wrong Item,4,0,10,0
1511,11928,135.32,Damaged,4,1,73,0
1399,17743,118.63,Not Needed,0,0,117,0
1653,18540,94.81,Wrong Item,2,0,149,0
1971,14732,92.84,Not Needed,3,1,127,0
1882,11017,94.81,Damaged,1,0,117,0
1470,12226,137.17,Damaged,1,0,36,0
1142,17206,76.33,No Reason,2,0,26,0
1091,17170,63.6,Wrong Item,1,0,0,0
1353,16207,154.5,Wrong Item,2,0,132,0
1833,12419,100.75,No Reason,2,0,10,0
1799,16240,97.62,Not Needed,2,0,79,0
1726,11893,120.13,Not Needed,2,0,167,0
1958,15322,70.33,Damaged,2,1,27,0
1853,17718,122.51,Wrong Item,1,0,28,0
1050,16878,88.52,Damaged,3,1,143,0
1664,11125,133.77,No Reason,2,0,128,0
1697,13117,53.99,Damaged,2,0,62,0
1574,14161,113.52,Not Needed,0,0,3,0
1189,14042,93.06,Not Needed,3,0,50,0
1124,14433,78.86,No Reason,2,0,99,0
1149,18638,123.14,Not Needed,2,0,125,0
1313,12658,95.55,No Reason,0,0,81,0
1569,13483,113.98,Wrong Item,3,0,99,0
1341,12944,137.97,No Reason,1,0,72,0
1304,17210,123.74,No Reason,0,0,25,0
1691,17653,67.59,No Reason,2,0,129,0
1681,18787,83.75,Not Needed,0,0,44,0
1837,11986,113.78,Wrong Item,0,0,59,0
1782,11074,123.82,Damaged,3,0,147,0
1053,14305,88.27,Wrong Item,4,0,18,0
1443,13007,105.94,Not Needed,2,0,104,0
1612,10969,105.75,Wrong Item,3,1,36,0
1992,18772,109.93,Wrong Item,2,0,142,0
1263,12824,64.63,No Reason,2,0,122,0
1052,11211,57.55,No Reason,3,0,105,0
1571,10229,32.22,Not Needed,0,0,64,0
1619,14284,103.17,No Reason,2,0,12,0
1004,13185,59.07,Not Needed,1,0,55,0
1102,10501,164.1,Damaged,1,0,112,0
1195,10048,119.62,Wrong Item,0,0,109,0
1773,13566,64.54,Damaged,3,0,2,0
1876,13055,134.05,Damaged,0,1,44,0
1991,18880,134.12,Wrong Item,2,0,71,0
1883,10386,136.56,No Reason,1,0,155,0
