user_id,event_type,timestamp,device,source,user_segment,utm_medium,campaign
U0029,ad_click,2025-07-22 13:33:45,tablet,linkedin,New User,cpc,retarget
U0029,product_view,2025-07-22 13:36:45,tablet,linkedin,New User,cpc,retarget
U0029,cart_add,2025-07-22 13:37:45,tablet,linkedin,New User,cpc,retarget
U0029,checkout,2025-07-22 13:42:45,tablet,linkedin,New User,cpc,retarget
U0032,ad_click,2025-07-22 18:14:36,desktop,facebook,At Risk,organic,retarget
U0032,product_view,2025-07-22 18:15:36,desktop,facebook,At Risk,organic,retarget
U0032,cart_add,2025-07-22 18:20:36,desktop,facebook,At Risk,organic,retarget
U0032,checkout,2025-07-22 18:23:36,desktop,facebook,At Risk,organic,retarget
U0033,ad_click,2025-07-22 08:53:00,tablet,twitter,High Value,cpc,prime-deal
U0033,product_view,2025-07-22 08:54:00,tablet,twitter,High Value,cpc,prime-deal
U0034,ad_click,2025-07-22 20:48:01,desktop,facebook,At Risk,email,prime-deal
U0034,product_view,2025-07-22 20:49:01,desktop,facebook,At Risk,email,prime-deal
U0034,cart_add,2025-07-22 20:54:01,desktop,facebook,At Risk,email,prime-deal
U0034,checkout,2025-07-22 20:57:01,desktop,facebook,At Risk,email,prime-deal
U0035,ad_click,2025-07-22 18:51:29,mobile,facebook,Returning User,organic,prime-deal
U0035,product_view,2025-07-22 18:53:29,mobile,facebook,Returning User,organic,prime-deal
U0036,ad_click,2025-07-22 19:20:43,mobile,linkedin,Returning User,referral,retarget
U0036,product_view,2025-07-22 19:23:43,mobile,linkedin,Returning User,referral,retarget
U0036,cart_add,2025-07-22 19:22:43,mobile,linkedin,Returning User,referral,retarget
U0036,checkout,2025-07-22 19:29:43,mobile,linkedin,Returning User,referral,retarget
U0037,ad_click,2025-07-22 15:03:08,desktop,instagram,At Risk,organic,new-launch
U0038,ad_click,2025-07-22 11:18:33,tablet,facebook,New User,referral,new-launch
U0038,product_view,2025-07-22 11:20:33,tablet,facebook,New User,referral,new-launch
U0038,cart_add,2025-07-22 11:20:33,tablet,facebook,New User,referral,new-launch
U0038,checkout,2025-07-22 11:24:33,tablet,facebook,New User,referral,new-launch
U0039,ad_click,2025-07-22 19:24:37,desktop,google,New User,cpc,retarget
U0039,product_view,2025-07-22 19:25:37,desktop,google,New User,cpc,retarget
U0039,cart_add,2025-07-22 19:26:37,desktop,google,New User,cpc,retarget
U0039,checkout,2025-07-22 19:33:37,desktop,google,New User,cpc,retarget
U0040,ad_click,2025-07-22 10:01:14,mobile,facebook,At Risk,cpc,clearance
U0041,ad_click,2025-07-22 14:45:42,mobile,facebook,New User,cpc,new-launch
U0042,ad_click,2025-07-22 17:29:42,desktop,twitter,Returning User,email,clearance
U0042,product_view,2025-07-22 17:32:42,desktop,twitter,Returning User,email,clearance
U0042,cart_add,2025-07-22 17:31:42,desktop,twitter,Returning User,email,clearance
U0042,checkout,2025-07-22 17:32:42,desktop,twitter,Returning User,email,clearance
U0043,ad_click,2025-07-22 12:09:17,tablet,instagram,At Risk,email,prime-deal
U0044,ad_click,2025-07-22 16:41:36,desktop,google,New User,referral,retarget
U0044,product_view,2025-07-22 16:43:36,desktop,google,New User,referral,retarget
U0044,cart_add,2025-07-22 16:45:36,desktop,google,New User,referral,retarget
U0044,checkout,2025-07-22 16:50:36,desktop,google,New User,referral,retarget
U0045,ad_click,2025-07-22 20:46:42,desktop,google,New User,email,clearance
U0045,product_view,2025-07-22 20:49:42,desktop,google,New User,email,clearance
U0045,cart_add,2025-07-22 20:48:42,desktop,google,New User,email,clearance
U0045,checkout,2025-07-22 20:52:42,desktop,google,New User,email,clearance
U0046,ad_click,2025-07-22 19:40:39,mobile,google,New User,referral,retarget
U0046,product_view,2025-07-22 19:41:39,mobile,google,New User,referral,retarget
U0046,cart_add,2025-07-22 19:46:39,mobile,google,New User,referral,retarget
U0046,checkout,2025-07-22 19:43:39,mobile,google,New User,referral,retarget
U0047,ad_click,2025-07-22 08:23:18,mobile,twitter,High Value,cpc,retarget
U0048,ad_click,2025-07-22 14:50:40,mobile,google,Returning User,cpc,new-launch
U0048,product_view,2025-07-22 14:53:40,mobile,google,Returning User,cpc,new-launch
U0048,cart_add,2025-07-22 14:56:40,mobile,google,Returning User,cpc,new-launch
U0049,ad_click,2025-07-22 15:29:29,desktop,linkedin,Returning User,cpc,clearance
U0049,product_view,2025-07-22 15:31:29,desktop,linkedin,Returning User,cpc,clearance
U0049,cart_add,2025-07-22 15:31:29,desktop,linkedin,Returning User,cpc,clearance
U0049,checkout,2025-07-22 15:35:29,desktop,linkedin,Returning User,cpc,clearance
U0050,ad_click,2025-07-22 10:23:22,tablet,google,High Value,organic,retarget
U0050,product_view,2025-07-22 10:25:22,tablet,google,High Value,organic,retarget
U0051,ad_click,2025-07-22 17:06:36,mobile,twitter,Returning User,cpc,clearance
U0051,product_view,2025-07-22 17:08:36,mobile,twitter,Returning User,cpc,clearance
U0052,ad_click,2025-07-22 17:37:34,tablet,linkedin,New User,organic,retarget
U0052,product_view,2025-07-22 17:38:34,tablet,linkedin,New User,organic,retarget
U0052,cart_add,2025-07-22 17:39:34,tablet,linkedin,New User,organic,retarget
U0052,checkout,2025-07-22 17:43:34,tablet,linkedin,New User,organic,retarget
U0053,ad_click,2025-07-22 15:35:14,desktop,facebook,New User,cpc,prime-deal
U0053,product_view,2025-07-22 15:36:14,desktop,facebook,New User,cpc,prime-deal
U0053,cart_add,2025-07-22 15:41:14,desktop,facebook,New User,cpc,prime-deal
U0053,checkout,2025-07-22 15:44:14,desktop,facebook,New User,cpc,prime-deal
U0054,ad_click,2025-07-22 20:26:01,desktop,google,At Risk,email,clearance
U0055,ad_click,2025-07-22 19:24:12,desktop,twitter,New User,email,retarget
U0055,product_view,2025-07-22 19:25:12,desktop,twitter,New User,email,retarget
U0055,cart_add,2025-07-22 19:26:12,desktop,twitter,New User,email,retarget
U0055,checkout,2025-07-22 19:30:12,desktop,twitter,New User,email,retarget
U0057,ad_click,2025-07-22 11:43:08,tablet,instagram,Returning User,email,new-launch
U0058,ad_click,2025-07-22 13:03:01,tablet,facebook,New User,email,clearance
U0058,product_view,2025-07-22 13:06:01,tablet,facebook,New User,email,clearance
U0058,cart_add,2025-07-22 13:09:01,tablet,facebook,New User,email,clearance
U0058,checkout,2025-07-22 13:12:01,tablet,facebook,New User,email,clearance
U0059,ad_click,2025-07-22 20:59:16,tablet,google,At Risk,referral,prime-deal
U0059,product_view,2025-07-22 21:02:16,tablet,google,At Risk,referral,prime-deal
U0060,ad_click,2025-07-22 17:36:36,tablet,google,Returning User,organic,retarget
U0060,product_view,2025-07-22 17:38:36,tablet,google,Returning User,organic,retarget
U0061,ad_click,2025-07-22 10:08:52,tablet,facebook,At Risk,referral,prime-deal
U0062,ad_click,2025-07-22 11:15:10,tablet,google,Returning User,cpc,clearance
U0062,product_view,2025-07-22 11:16:10,tablet,google,Returning User,cpc,clearance
U0063,ad_click,2025-07-22 20:07:41,desktop,google,Returning User,referral,retarget
U0063,product_view,2025-07-22 20:08:41,desktop,google,Returning User,referral,retarget
U0063,cart_add,2025-07-22 20:11:41,desktop,google,Returning User,referral,retarget
U0063,checkout,2025-07-22 20:16:41,desktop,google,Returning User,referral,retarget
U0064,ad_click,2025-07-22 19:27:44,mobile,linkedin,At Risk,referral,clearance
U0064,product_view,2025-07-22 19:29:44,mobile,linkedin,At Risk,referral,clearance
U0064,cart_add,2025-07-22 19:31:44,mobile,linkedin,At Risk,referral,clearance
U0064,checkout,2025-07-22 19:30:44,mobile,linkedin,At Risk,referral,clearance
U0066,ad_click,2025-07-22 08:59:08,desktop,instagram,At Risk,organic,clearance
U0066,product_view,2025-07-22 09:01:08,desktop,instagram,At Risk,organic,clearance
U0066,cart_add,2025-07-22 09:03:08,desktop,instagram,At Risk,organic,clearance
U0067,ad_click,2025-07-22 08:51:42,mobile,instagram,New User,email,clearance
U0067,product_view,2025-07-22 08:54:42,mobile,instagram,New User,email,clearance
U0067,cart_add,2025-07-22 08:57:42,mobile,instagram,New User,email,clearance
U0067,checkout,2025-07-22 08:54:42,mobile,instagram,New User,email,clearance
U0068,ad_click,2025-07-22 19:53:23,tablet,facebook,At Risk,organic,clearance
U0068,product_view,2025-07-22 19:54:23,tablet,facebook,At Risk,organic,clearance
U0069,ad_click,2025-07-22 15:49:26,mobile,instagram,New User,email,retarget
U0069,product_view,2025-07-22 15:52:26,mobile,instagram,New User,email,retarget
U0069,cart_add,2025-07-22 15:55:26,mobile,instagram,New User,email,retarget
U0069,checkout,2025-07-22 15:52:26,mobile,instagram,New User,email,retarget
U0070,ad_click,2025-07-22 11:40:36,desktop,facebook,Returning User,referral,retarget
U0070,product_view,2025-07-22 11:42:36,desktop,facebook,Returning User,referral,retarget
U0070,cart_add,2025-07-22 11:46:36,desktop,facebook,Returning User,referral,retarget
U0071,ad_click,2025-07-22 16:29:26,tablet,twitter,High Value,cpc,retarget
U0071,product_view,2025-07-22 16:30:26,tablet,twitter,High Value,cpc,retarget
U0071,cart_add,2025-07-22 16:35:26,tablet,twitter,High Value,cpc,retarget
U0071,checkout,2025-07-22 16:32:26,tablet,twitter,High Value,cpc,retarget
U0072,ad_click,2025-07-22 18:38:10,mobile,google,Returning User,referral,retarget
U0072,product_view,2025-07-22 18:41:10,mobile,google,Returning User,referral,retarget
U0072,cart_add,2025-07-22 18:42:10,mobile,google,Returning User,referral,retarget
U0073,ad_click,2025-07-22 10:41:09,desktop,facebook,High Value,organic,clearance
U0073,product_view,2025-07-22 10:43:09,desktop,facebook,High Value,organic,clearance
U0073,cart_add,2025-07-22 10:43:09,desktop,facebook,High Value,organic,clearance
U0073,checkout,2025-07-22 10:44:09,desktop,facebook,High Value,organic,clearance
U0074,ad_click,2025-07-22 13:24:00,tablet,facebook,New User,email,retarget
U0074,product_view,2025-07-22 13:26:00,tablet,facebook,New User,email,retarget
U0074,cart_add,2025-07-22 13:30:00,tablet,facebook,New User,email,retarget
U0074,checkout,2025-07-22 13:33:00,tablet,facebook,New User,email,retarget
U0075,ad_click,2025-07-22 17:00:39,desktop,facebook,High Value,email,prime-deal
U0075,product_view,2025-07-22 17:03:39,desktop,facebook,High Value,email,prime-deal
U0075,cart_add,2025-07-22 17:04:39,desktop,facebook,High Value,email,prime-deal
U0075,checkout,2025-07-22 17:06:39,desktop,facebook,High Value,email,prime-deal
U0076,ad_click,2025-07-22 15:19:42,tablet,google,At Risk,email,clearance
U0076,product_view,2025-07-22 15:21:42,tablet,google,At Risk,email,clearance
U0077,ad_click,2025-07-22 20:02:09,mobile,instagram,New User,referral,clearance
U0077,product_view,2025-07-22 20:03:09,mobile,instagram,New User,referral,clearance
U0077,cart_add,2025-07-22 20:04:09,mobile,instagram,New User,referral,clearance
U0078,ad_click,2025-07-22 14:20:53,desktop,facebook,At Risk,cpc,clearance
U0078,product_view,2025-07-22 14:23:53,desktop,facebook,At Risk,cpc,clearance
U0079,ad_click,2025-07-22 14:55:16,tablet,twitter,Returning User,email,new-launch
U0079,product_view,2025-07-22 14:57:16,tablet,twitter,Returning User,email,new-launch
U0079,cart_add,2025-07-22 14:59:16,tablet,twitter,Returning User,email,new-launch
U0079,checkout,2025-07-22 14:58:16,tablet,twitter,Returning User,email,new-launch
U0080,ad_click,2025-07-22 20:22:28,desktop,linkedin,At Risk,organic,new-launch
U0080,product_view,2025-07-22 20:23:28,desktop,linkedin,At Risk,organic,new-launch
U0080,cart_add,2025-07-22 20:24:28,desktop,linkedin,At Risk,organic,new-launch
U0080,checkout,2025-07-22 20:25:28,desktop,linkedin,At Risk,organic,new-launch
U0081,ad_click,2025-07-22 12:45:48,tablet,facebook,High Value,cpc,prime-deal
U0081,product_view,2025-07-22 12:47:48,tablet,facebook,High Value,cpc,prime-deal
U0084,ad_click,2025-07-22 16:23:54,desktop,facebook,At Risk,cpc,prime-deal
U0084,product_view,2025-07-22 16:25:54,desktop,facebook,At Risk,cpc,prime-deal
U0084,cart_add,2025-07-22 16:29:54,desktop,facebook,At Risk,cpc,prime-deal
U0084,checkout,2025-07-22 16:26:54,desktop,facebook,At Risk,cpc,prime-deal
U0085,ad_click,2025-07-22 13:41:57,desktop,linkedin,New User,email,retarget
U0086,ad_click,2025-07-22 13:52:49,desktop,google,New User,organic,clearance
U0086,product_view,2025-07-22 13:54:49,desktop,google,New User,organic,clearance
U0086,cart_add,2025-07-22 13:58:49,desktop,google,New User,organic,clearance
U0086,checkout,2025-07-22 13:55:49,desktop,google,New User,organic,clearance
U0087,ad_click,2025-07-22 14:43:42,desktop,twitter,High Value,referral,clearance
U0088,ad_click,2025-07-22 18:59:48,tablet,linkedin,Returning User,cpc,retarget
U0088,product_view,2025-07-22 19:02:48,tablet,linkedin,Returning User,cpc,retarget
U0088,cart_add,2025-07-22 19:01:48,tablet,linkedin,Returning User,cpc,retarget
U0088,checkout,2025-07-22 19:02:48,tablet,linkedin,Returning User,cpc,retarget
U0089,ad_click,2025-07-22 19:39:15,desktop,instagram,Returning User,organic,clearance
U0089,product_view,2025-07-22 19:42:15,desktop,instagram,Returning User,organic,clearance
U0089,cart_add,2025-07-22 19:45:15,desktop,instagram,Returning User,organic,clearance
U0089,checkout,2025-07-22 19:48:15,desktop,instagram,Returning User,organic,clearance
U0090,ad_click,2025-07-22 09:16:55,desktop,linkedin,High Value,referral,prime-deal
U0090,product_view,2025-07-22 09:18:55,desktop,linkedin,High Value,referral,prime-deal
U0090,cart_add,2025-07-22 09:20:55,desktop,linkedin,High Value,referral,prime-deal
U0090,checkout,2025-07-22 09:19:55,desktop,linkedin,High Value,referral,prime-deal
U0091,ad_click,2025-07-22 16:53:24,tablet,facebook,High Value,organic,new-launch
U0091,product_view,2025-07-22 16:54:24,tablet,facebook,High Value,organic,new-launch
U0091,cart_add,2025-07-22 16:59:24,tablet,facebook,High Value,organic,new-launch
U0091,checkout,2025-07-22 17:02:24,tablet,facebook,High Value,organic,new-launch
U0092,ad_click,2025-07-22 11:41:01,desktop,instagram,Returning User,email,prime-deal
U0092,product_view,2025-07-22 11:42:01,desktop,instagram,Returning User,email,prime-deal
U0093,ad_click,2025-07-22 15:44:53,tablet,google,Returning User,cpc,prime-deal
U0093,product_view,2025-07-22 15:47:53,tablet,google,Returning User,cpc,prime-deal
U0093,cart_add,2025-07-22 15:50:53,tablet,google,Returning User,cpc,prime-deal
U0093,checkout,2025-07-22 15:50:53,tablet,google,Returning User,cpc,prime-deal
U0094,ad_click,2025-07-22 10:04:34,desktop,google,High Value,referral,prime-deal
U0095,ad_click,2025-07-22 16:00:32,desktop,instagram,High Value,referral,prime-deal
U0096,ad_click,2025-07-22 12:51:02,mobile,twitter,Returning User,email,clearance
U0096,product_view,2025-07-22 12:54:02,mobile,twitter,Returning User,email,clearance
U0096,cart_add,2025-07-22 12:53:02,mobile,twitter,Returning User,email,clearance
U0096,checkout,2025-07-22 13:00:02,mobile,twitter,Returning User,email,clearance
U0097,ad_click,2025-07-22 15:58:35,tablet,google,Returning User,referral,clearance
U0097,product_view,2025-07-22 16:00:35,tablet,google,Returning User,referral,clearance
U0097,cart_add,2025-07-22 16:00:35,tablet,google,Returning User,referral,clearance
U0098,ad_click,2025-07-22 17:38:04,mobile,linkedin,Returning User,cpc,retarget
U0098,product_view,2025-07-22 17:41:04,mobile,linkedin,Returning User,cpc,retarget
U0098,cart_add,2025-07-22 17:42:04,mobile,linkedin,Returning User,cpc,retarget
U0098,checkout,2025-07-22 17:41:04,mobile,linkedin,Returning User,cpc,retarget
U0099,ad_click,2025-07-22 15:30:11,mobile,facebook,At Risk,organic,clearance
U0099,product_view,2025-07-22 15:32:11,mobile,facebook,At Risk,organic,clearance
U0099,cart_add,2025-07-22 15:34:11,mobile,facebook,At Risk,organic,clearance
U0099,checkout,2025-07-22 15:39:11,mobile,facebook,At Risk,organic,clearance
U0100,ad_click,2025-07-22 16:40:09,mobile,facebook,New User,referral,prime-deal
U0100,product_view,2025-07-22 16:41:09,mobile,facebook,New User,referral,prime-deal
U0100,cart_add,2025-07-22 16:46:09,mobile,facebook,New User,referral,prime-deal
U0101,ad_click,2025-07-22 08:23:29,mobile,twitter,High Value,cpc,retarget
U0101,product_view,2025-07-22 08:26:29,mobile,twitter,High Value,cpc,retarget
U0101,cart_add,2025-07-22 08:29:29,mobile,twitter,High Value,cpc,retarget
U0101,checkout,2025-07-22 08:29:29,mobile,twitter,High Value,cpc,retarget
U0102,ad_click,2025-07-22 19:26:22,desktop,linkedin,High Value,organic,prime-deal
U0102,product_view,2025-07-22 19:27:22,desktop,linkedin,High Value,organic,prime-deal
U0102,cart_add,2025-07-22 19:32:22,desktop,linkedin,High Value,organic,prime-deal
U0103,ad_click,2025-07-22 10:06:20,mobile,twitter,New User,referral,new-launch
U0103,product_view,2025-07-22 10:08:20,mobile,twitter,New User,referral,new-launch
U0103,cart_add,2025-07-22 10:08:20,mobile,twitter,New User,referral,new-launch
U0103,checkout,2025-07-22 10:09:20,mobile,twitter,New User,referral,new-launch
U0104,ad_click,2025-07-22 16:30:40,desktop,linkedin,Returning User,organic,clearance
U0104,product_view,2025-07-22 16:32:40,desktop,linkedin,Returning User,organic,clearance
U0104,cart_add,2025-07-22 16:34:40,desktop,linkedin,Returning User,organic,clearance
U0104,checkout,2025-07-22 16:33:40,desktop,linkedin,Returning User,organic,clearance
U0105,ad_click,2025-07-22 20:28:37,tablet,instagram,At Risk,referral,retarget
U0106,ad_click,2025-07-22 19:48:05,mobile,instagram,Returning User,organic,new-launch
U0106,product_view,2025-07-22 19:51:05,mobile,instagram,Returning User,organic,new-launch
U0106,cart_add,2025-07-22 19:52:05,mobile,instagram,Returning User,organic,new-launch
U0106,checkout,2025-07-22 19:51:05,mobile,instagram,Returning User,organic,new-launch
U0107,ad_click,2025-07-22 14:03:53,mobile,instagram,At Risk,referral,clearance
U0107,product_view,2025-07-22 14:04:53,mobile,instagram,At Risk,referral,clearance
U0107,cart_add,2025-07-22 14:07:53,mobile,instagram,At Risk,referral,clearance
U0107,checkout,2025-07-22 14:06:53,mobile,instagram,At Risk,referral,clearance
U0108,ad_click,2025-07-22 09:29:47,desktop,twitter,Returning User,cpc,retarget
U0108,product_view,2025-07-22 09:30:47,desktop,twitter,Returning User,cpc,retarget
U0108,cart_add,2025-07-22 09:31:47,desktop,twitter,Returning User,cpc,retarget
U0108,checkout,2025-07-22 09:35:47,desktop,twitter,Returning User,cpc,retarget
U0109,ad_click,2025-07-22 09:01:48,desktop,twitter,High Value,email,clearance
U0109,product_view,2025-07-22 09:04:48,desktop,twitter,High Value,email,clearance
U0109,cart_add,2025-07-22 09:03:48,desktop,twitter,High Value,email,clearance
U0109,checkout,2025-07-22 09:04:48,desktop,twitter,High Value,email,clearance
U0110,ad_click,2025-07-22 18:50:21,mobile,google,High Value,referral,clearance
U0110,product_view,2025-07-22 18:51:21,mobile,google,High Value,referral,clearance
U0110,cart_add,2025-07-22 18:56:21,mobile,google,High Value,referral,clearance
U0110,checkout,2025-07-22 18:53:21,mobile,google,High Value,referral,clearance
U0111,ad_click,2025-07-22 11:16:23,mobile,instagram,New User,email,prime-deal
U0111,product_view,2025-07-22 11:17:23,mobile,instagram,New User,email,prime-deal
U0111,cart_add,2025-07-22 11:18:23,mobile,instagram,New User,email,prime-deal
U0111,checkout,2025-07-22 11:25:23,mobile,instagram,New User,email,prime-deal
U0112,ad_click,2025-07-22 16:46:02,tablet,instagram,High Value,cpc,retarget
U0113,ad_click,2025-07-22 09:04:54,desktop,instagram,At Risk,cpc,retarget
U0113,product_view,2025-07-22 09:06:54,desktop,instagram,At Risk,cpc,retarget
U0114,ad_click,2025-07-22 13:40:26,mobile,linkedin,New User,email,new-launch
U0114,product_view,2025-07-22 13:43:26,mobile,linkedin,New User,email,new-launch
U0114,cart_add,2025-07-22 13:42:26,mobile,linkedin,New User,email,new-launch
U0114,checkout,2025-07-22 13:46:26,mobile,linkedin,New User,email,new-launch
U0115,ad_click,2025-07-22 20:23:24,mobile,instagram,Returning User,email,prime-deal
U0115,product_view,2025-07-22 20:26:24,mobile,instagram,Returning User,email,prime-deal
U0115,cart_add,2025-07-22 20:27:24,mobile,instagram,Returning User,email,prime-deal
U0115,checkout,2025-07-22 20:29:24,mobile,instagram,Returning User,email,prime-deal
U0116,ad_click,2025-07-22 16:06:44,desktop,facebook,New User,referral,clearance
U0116,product_view,2025-07-22 16:08:44,desktop,facebook,New User,referral,clearance
U0116,cart_add,2025-07-22 16:08:44,desktop,facebook,New User,referral,clearance
U0116,checkout,2025-07-22 16:15:44,desktop,facebook,New User,referral,clearance
U0117,ad_click,2025-07-22 14:55:47,mobile,linkedin,High Value,referral,retarget
U0117,product_view,2025-07-22 14:57:47,mobile,linkedin,High Value,referral,retarget
U0117,cart_add,2025-07-22 15:01:47,mobile,linkedin,High Value,referral,retarget
U0117,checkout,2025-07-22 14:58:47,mobile,linkedin,High Value,referral,retarget
U0118,ad_click,2025-07-22 17:13:01,desktop,instagram,High Value,referral,clearance
U0118,product_view,2025-07-22 17:15:01,desktop,instagram,High Value,referral,clearance
U0118,cart_add,2025-07-22 17:19:01,desktop,instagram,High Value,referral,clearance
U0119,ad_click,2025-07-22 15:47:35,desktop,instagram,At Risk,cpc,new-launch
U0119,product_view,2025-07-22 15:49:35,desktop,instagram,At Risk,cpc,new-launch
U0119,cart_add,2025-07-22 15:53:35,desktop,instagram,At Risk,cpc,new-launch
U0120,ad_click,2025-07-22 15:51:23,desktop,linkedin,New User,organic,prime-deal
U0120,product_view,2025-07-22 15:52:23,desktop,linkedin,New User,organic,prime-deal
U0120,cart_add,2025-07-22 15:53:23,desktop,linkedin,New User,organic,prime-deal
